id,state,district,village,season,year,latitude,longitude,N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B,temperature,humidity,rainfall,crop_recommended,soil_type
SHC000821,Maharashtra,Pune,Village_821,Kharif,2024,12.9354,68.5548,95.5,72.4,308.2,8.14,1.35,1.321,37.7,1.11,15.0,1.93,3.7,0.2,22.1,70.3,1577.8,pigeonpeas,Red
SHC000822,Uttar Pradesh,Meerut,Village_822,Rabi,2023,28.926,85.3353,151.9,16.1,316.0,8.32,3.11,0.271,10.3,0.49,16.8,1.87,6.3,0.51,17.3,81.7,2105.3,mothbeans,Laterite
SHC000823,Punjab,Ludhiana,Village_823,Kharif,2022,16.4497,91.5472,74.0,34.1,331.1,6.16,0.26,0.471,48.4,1.88,5.2,1.98,6.6,0.87,35.0,37.3,939.3,mungbean,Red
SHC000824,Maharashtra,Pune,Village_824,Rabi,2022,11.9099,79.9885,162.1,17.5,273.6,6.44,0.27,1.0,32.8,0.57,12.5,0.98,3.3,1.61,29.0,54.6,2070.0,blackgram,Alluvial
SHC000825,Uttar Pradesh,Meerut,Village_825,Rabi,2023,31.0319,75.481,132.0,47.2,138.6,7.79,3.45,0.253,16.2,1.82,16.9,1.52,8.1,0.9,26.6,41.8,548.7,lentil,Desert
SHC000826,Punjab,Ludhiana,Village_826,Rabi,2022,19.009,83.805,142.5,68.3,221.4,6.51,0.79,0.596,20.2,1.18,14.6,2.99,5.6,1.44,22.3,91.6,2063.9,pomegranate,Desert
SHC000827,Maharashtra,Pune,Village_827,Rabi,2023,31.6533,70.4908,194.7,11.0,188.0,7.83,0.89,1.998,10.0,0.58,16.2,2.93,9.6,1.62,44.2,84.7,333.5,banana,Black
SHC000828,Uttar Pradesh,Meerut,Village_828,Zaid,2023,24.7469,87.4767,326.8,32.8,138.4,6.76,1.51,1.556,17.6,0.59,9.9,1.92,3.5,0.32,28.2,92.5,2424.8,mango,Black
SHC000829,Punjab,Ludhiana,Village_829,Rabi,2023,13.4948,78.865,261.7,62.5,150.0,6.83,0.73,1.34,40.4,2.53,15.2,0.56,8.5,0.74,40.1,46.3,1294.1,grapes,Red
SHC000830,Maharashtra,Pune,Village_830,Kharif,2022,18.0612,87.7808,53.8,55.5,105.3,7.67,3.38,0.848,25.1,2.24,16.6,3.0,5.9,1.72,16.7,37.0,2202.0,watermelon,Alluvial
SHC000831,Uttar Pradesh,Meerut,Village_831,Rabi,2023,14.9756,93.3546,199.4,70.4,322.7,5.37,3.27,1.172,36.5,0.81,2.0,1.07,2.7,0.93,17.7,88.2,473.1,muskmelon,Laterite
SHC000832,Punjab,Ludhiana,Village_832,Zaid,2023,12.0022,78.0478,305.9,60.0,111.2,5.28,0.57,1.222,10.3,1.85,8.2,2.04,8.0,1.6,16.1,91.6,1549.3,apple,Black
SHC000833,Maharashtra,Pune,Village_833,Kharif,2022,31.623,79.2357,93.2,40.5,361.2,8.6,2.4,0.312,38.3,2.03,10.1,0.57,6.5,1.02,16.8,55.9,2359.0,orange,Alluvial
SHC000834,Uttar Pradesh,Meerut,Village_834,Rabi,2024,16.0224,70.1325,260.4,44.7,305.0,6.91,1.06,0.892,8.6,0.63,16.1,2.8,4.3,1.86,34.1,48.2,1579.4,papaya,Alluvial
SHC000835,Punjab,Ludhiana,Village_835,Zaid,2024,28.6508,79.2002,362.6,40.8,222.7,6.72,3.37,0.219,37.6,0.77,17.9,1.19,4.1,1.45,36.7,71.2,958.6,coconut,Red
SHC000836,Maharashtra,Pune,Village_836,Kharif,2024,30.6082,70.1686,251.2,42.9,159.6,6.04,0.65,1.052,18.8,0.8,11.9,0.72,6.3,0.4,36.2,49.7,1955.8,coffee,Red
SHC000837,Uttar Pradesh,Meerut,Village_837,Rabi,2022,18.2767,68.5417,340.7,35.9,120.3,8.49,3.87,1.364,23.0,1.36,6.6,2.16,4.2,0.16,16.4,70.0,867.9,tea,Desert
SHC000838,Punjab,Ludhiana,Village_838,Zaid,2024,9.056,87.0098,264.5,54.3,261.5,6.32,1.01,1.021,24.2,2.13,6.9,2.4,9.8,1.43,30.4,41.1,2458.9,mustard,Black
SHC000839,Maharashtra,Pune,Village_839,Kharif,2024,13.3816,90.6437,91.2,40.1,163.4,7.2,3.46,1.803,30.3,0.88,8.9,2.1,3.6,0.39,23.3,37.9,836.3,groundnut,Laterite
SHC000840,Uttar Pradesh,Meerut,Village_840,Zaid,2023,8.4149,94.7628,190.8,24.9,270.1,6.95,4.0,1.799,19.4,2.15,9.0,1.16,4.3,1.31,31.1,79.1,551.9,sesame,Desert
SHC000841,Punjab,Ludhiana,Village_841,Kharif,2022,31.4392,72.7893,71.7,66.9,130.9,6.52,3.49,0.701,26.6,1.92,13.5,1.82,1.5,1.58,38.8,36.8,1901.2,rice,Alluvial
SHC000842,Maharashtra,Pune,Village_842,Kharif,2023,15.3735,91.86,369.7,57.8,253.3,6.47,1.39,1.502,33.5,0.64,4.5,0.31,7.2,0.7,15.6,52.0,2113.9,wheat,Desert
SHC000843,Uttar Pradesh,Meerut,Village_843,Rabi,2024,16.8326,75.0022,345.2,25.9,253.6,7.61,0.32,0.454,41.1,1.16,14.6,2.3,6.8,1.21,29.9,55.5,543.8,maize,Red
SHC000844,Punjab,Ludhiana,Village_844,Zaid,2022,17.0101,76.0687,168.9,62.6,201.1,5.41,2.61,0.601,8.2,0.76,16.7,2.83,7.0,0.69,28.1,42.6,2225.8,sugarcane,Laterite
SHC000845,Maharashtra,Pune,Village_845,Zaid,2022,8.9334,77.9856,244.1,75.7,139.7,6.76,0.8,0.326,33.3,0.49,15.0,1.71,3.1,1.61,36.0,70.7,691.9,cotton,Laterite
SHC000846,Uttar Pradesh,Meerut,Village_846,Kharif,2022,15.816,76.3371,80.2,49.0,317.1,6.9,3.55,1.071,22.5,0.9,6.4,1.02,9.9,0.79,30.7,47.9,530.1,jute,Laterite
SHC000847,Punjab,Ludhiana,Village_847,Kharif,2023,9.8313,93.6008,227.7,33.5,333.8,5.45,1.95,1.188,40.6,1.24,17.4,2.12,7.9,1.94,40.3,52.5,1685.4,chickpea,Laterite
SHC000848,Maharashtra,Pune,Village_848,Rabi,2023,26.4356,72.9956,335.6,63.0,366.7,7.84,3.52,0.492,42.2,2.87,16.7,1.88,9.3,0.28,15.5,92.7,1770.9,kidneybeans,Laterite
SHC000849,Uttar Pradesh,Meerut,Village_849,Kharif,2023,13.0769,79.2881,109.1,49.0,283.3,5.88,1.24,1.529,11.6,1.47,7.2,1.3,8.5,1.96,20.4,34.0,653.0,pigeonpeas,Alluvial
SHC000850,Punjab,Ludhiana,Village_850,Kharif,2022,15.5321,87.6175,154.7,54.7,355.0,7.63,0.29,1.631,16.9,1.98,13.6,2.43,5.6,0.81,30.5,65.5,2089.5,mothbeans,Alluvial
SHC000851,Maharashtra,Pune,Village_851,Zaid,2022,20.778,87.5862,212.8,37.6,389.0,7.59,1.69,1.442,41.3,1.23,10.6,1.96,6.7,0.43,29.9,46.8,2301.3,mungbean,Laterite
SHC000852,Uttar Pradesh,Meerut,Village_852,Kharif,2022,9.1914,79.0667,105.6,37.5,338.5,8.71,3.67,0.414,20.7,2.05,5.7,0.25,9.6,0.73,27.6,47.7,948.0,blackgram,Desert
SHC000853,Punjab,Ludhiana,Village_853,Kharif,2022,20.341,91.0993,70.6,43.5,276.0,5.45,1.28,1.531,15.7,0.56,7.4,2.59,7.9,1.58,24.7,36.4,273.5,lentil,Alluvial
SHC000854,Maharashtra,Pune,Village_854,Zaid,2022,16.8112,68.4813,362.8,54.6,100.4,7.72,0.94,1.935,26.7,0.82,2.5,0.27,1.5,0.16,31.5,85.0,995.9,pomegranate,Alluvial
SHC000855,Uttar Pradesh,Meerut,Village_855,Zaid,2024,12.5722,87.6095,197.6,56.3,147.3,6.57,0.52,1.944,17.0,2.98,9.5,0.31,1.2,1.24,33.4,64.1,352.7,banana,Laterite
SHC000856,Punjab,Ludhiana,Village_856,Rabi,2024,27.0301,80.1468,250.5,30.0,317.8,5.19,3.96,1.355,14.3,2.21,16.2,2.39,3.4,1.92,15.5,54.7,439.7,mango,Desert
SHC000857,Maharashtra,Pune,Village_857,Zaid,2022,32.1452,84.2024,141.0,37.3,351.4,7.28,0.22,1.768,30.6,0.75,14.9,1.65,2.7,1.34,34.2,92.1,807.8,grapes,Laterite
SHC000858,Uttar Pradesh,Meerut,Village_858,Rabi,2022,24.5065,93.2387,375.6,45.5,337.2,6.88,2.85,0.268,48.6,2.7,18.1,0.92,3.5,0.86,41.4,85.8,865.8,watermelon,Laterite
SHC000859,Punjab,Ludhiana,Village_859,Rabi,2022,25.5682,74.2031,79.8,11.9,214.4,8.79,2.77,1.548,47.7,1.38,10.5,1.14,2.6,1.56,42.2,82.9,309.8,muskmelon,Red
SHC000860,Maharashtra,Pune,Village_860,Kharif,2022,30.7766,87.1599,118.1,64.6,273.6,8.85,3.82,1.193,47.6,0.27,18.5,2.9,9.8,1.58,20.4,93.4,1184.3,apple,Alluvial
SHC000861,Uttar Pradesh,Meerut,Village_861,Zaid,2024,17.2699,75.4572,207.4,28.8,234.2,5.59,3.81,1.395,49.5,0.21,17.0,0.34,8.0,1.85,19.2,92.1,1203.4,orange,Desert
SHC000862,Punjab,Ludhiana,Village_862,Kharif,2023,31.0331,92.2591,268.4,30.7,183.0,5.91,0.67,0.907,44.0,2.99,14.5,0.55,7.1,0.62,36.5,45.4,577.3,papaya,Black
SHC000863,Maharashtra,Pune,Village_863,Kharif,2023,12.9888,82.8482,358.2,57.9,302.8,7.89,1.47,0.571,38.8,2.47,18.1,2.41,4.1,0.99,38.4,64.9,1481.5,coconut,Desert
SHC000864,Uttar Pradesh,Meerut,Village_864,Kharif,2023,12.3886,87.7513,270.5,66.5,269.0,5.76,0.31,1.5,26.5,0.82,6.5,0.53,3.6,1.6,33.6,94.2,1405.8,coffee,Black
SHC000865,Punjab,Ludhiana,Village_865,Kharif,2024,23.8343,85.6427,122.3,16.2,210.6,5.69,2.06,1.147,33.5,1.89,14.1,0.77,7.6,1.1,28.1,72.1,1352.9,tea,Red
SHC000866,Maharashtra,Pune,Village_866,Rabi,2024,15.5466,89.0137,259.4,30.8,163.3,6.16,3.92,0.242,46.0,2.36,11.8,2.59,1.5,1.13,23.6,30.6,1623.8,mustard,Black
SHC000867,Uttar Pradesh,Meerut,Village_867,Rabi,2022,29.7153,77.9516,261.4,79.7,353.8,7.58,2.73,1.714,15.4,0.51,6.0,2.26,7.9,0.15,16.8,93.8,1331.8,groundnut,Desert
SHC000868,Punjab,Ludhiana,Village_868,Rabi,2024,27.4473,82.5529,337.1,25.1,254.5,5.84,1.22,1.698,36.9,2.24,3.2,2.21,5.4,0.97,27.4,85.4,608.2,sesame,Desert
SHC000869,Maharashtra,Pune,Village_869,Rabi,2023,24.9913,92.8445,219.9,12.2,247.6,7.9,0.35,0.381,10.3,0.54,13.1,2.64,5.2,1.64,27.0,85.6,562.4,rice,Black
SHC000870,Uttar Pradesh,Meerut,Village_870,Kharif,2024,10.7766,74.909,219.6,64.0,371.4,7.94,1.24,0.385,30.1,1.16,12.1,1.25,4.4,1.83,35.0,73.5,507.6,wheat,Red
SHC000871,Punjab,Ludhiana,Village_871,Kharif,2023,14.4233,89.0068,87.3,47.2,193.0,8.87,1.28,0.814,37.7,0.56,7.8,2.12,1.3,0.69,15.2,39.8,1589.7,maize,Alluvial
SHC000872,Maharashtra,Pune,Village_872,Kharif,2022,9.0295,74.4781,75.5,79.6,226.7,5.54,1.5,1.964,14.0,1.2,7.0,2.39,1.2,1.9,41.1,53.7,2272.9,sugarcane,Desert
SHC000873,Uttar Pradesh,Meerut,Village_873,Rabi,2024,18.9891,91.925,246.4,25.2,120.9,7.43,3.29,1.74,42.6,1.64,8.8,2.93,9.3,1.53,27.9,93.3,1060.0,cotton,Black
SHC000874,Punjab,Ludhiana,Village_874,Kharif,2022,13.9007,84.318,380.8,15.3,385.9,6.86,2.87,1.646,14.4,0.33,4.3,1.09,9.6,0.18,42.6,66.5,435.4,jute,Black
SHC000875,Maharashtra,Pune,Village_875,Kharif,2022,27.4581,68.6723,355.2,79.4,389.2,6.7,1.66,1.14,35.9,0.98,13.8,1.0,6.9,1.34,15.0,86.6,642.9,chickpea,Desert
SHC000876,Uttar Pradesh,Meerut,Village_876,Zaid,2023,18.4357,70.6597,288.3,35.2,388.9,8.43,0.59,1.024,26.7,2.18,6.9,2.53,9.5,1.15,42.8,51.1,929.9,kidneybeans,Black
SHC000877,Punjab,Ludhiana,Village_877,Rabi,2022,15.4562,76.9795,341.3,55.3,337.4,6.65,3.76,1.803,9.5,1.22,3.3,0.79,9.3,1.8,16.7,32.3,1685.6,pigeonpeas,Desert
SHC000878,Maharashtra,Pune,Village_878,Zaid,2022,27.6713,93.861,216.5,11.0,277.6,8.27,2.19,1.222,48.9,1.23,16.4,1.56,5.2,0.38,37.5,83.5,1191.0,mothbeans,Desert
SHC000879,Uttar Pradesh,Meerut,Village_879,Rabi,2022,26.8418,95.4752,215.0,15.7,342.6,7.89,1.26,1.259,11.1,1.54,9.2,0.83,2.4,0.75,43.1,63.4,662.6,mungbean,Desert
SHC000880,Punjab,Ludhiana,Village_880,Rabi,2023,15.0677,85.6395,70.7,56.1,254.2,8.27,3.89,1.778,38.2,1.41,5.9,2.03,2.8,0.14,32.2,55.6,2214.8,blackgram,Laterite
SHC000881,Maharashtra,Pune,Village_881,Zaid,2022,17.0626,95.787,127.5,71.0,373.3,5.16,2.56,1.549,48.1,0.9,12.1,2.34,2.3,1.72,27.1,71.6,296.7,lentil,Alluvial
SHC000882,Uttar Pradesh,Meerut,Village_882,Zaid,2022,15.8087,95.7775,328.2,70.5,239.9,6.89,3.24,0.898,28.2,1.68,12.9,1.98,7.1,0.94,23.9,89.8,2101.5,pomegranate,Laterite
SHC000883,Punjab,Ludhiana,Village_883,Zaid,2024,13.4991,94.6211,264.9,59.4,204.3,5.97,1.84,0.813,47.7,0.66,19.9,2.73,6.1,0.75,36.7,61.2,1062.4,banana,Alluvial
SHC000884,Maharashtra,Pune,Village_884,Zaid,2023,28.2511,81.1035,137.6,52.6,135.0,8.05,1.86,1.663,13.8,1.27,5.2,0.28,9.6,1.48,24.8,46.0,669.9,mango,Red
SHC000885,Uttar Pradesh,Meerut,Village_885,Kharif,2022,13.6702,74.1592,329.5,23.5,373.4,6.8,2.18,1.3,20.9,2.71,12.9,2.71,5.6,0.17,15.9,50.0,2148.9,grapes,Red
SHC000886,Punjab,Ludhiana,Village_886,Rabi,2023,27.0131,74.9008,365.4,24.0,142.0,6.75,2.04,1.674,40.0,1.12,8.9,1.77,6.0,1.74,29.2,88.1,671.7,watermelon,Laterite
SHC000887,Maharashtra,Pune,Village_887,Rabi,2024,19.8579,90.2489,232.9,78.1,134.5,7.03,2.18,0.468,41.5,2.49,18.2,2.82,7.7,1.7,17.2,54.9,855.5,muskmelon,Alluvial
SHC000888,Uttar Pradesh,Meerut,Village_888,Rabi,2023,26.9638,84.4061,75.0,50.4,235.7,5.46,1.44,1.811,41.8,2.76,14.9,1.93,2.3,0.3,22.4,50.4,1596.2,apple,Red
SHC000889,Punjab,Ludhiana,Village_889,Zaid,2024,20.3945,80.1366,355.5,22.5,333.5,5.31,2.24,0.488,27.3,1.55,15.2,0.71,3.7,1.05,37.7,65.4,2026.3,orange,Black
SHC000890,Maharashtra,Pune,Village_890,Kharif,2024,26.0568,78.0462,85.3,59.3,394.8,6.95,0.63,0.777,25.2,0.58,8.0,2.42,3.9,2.0,23.7,36.4,2012.9,papaya,Red
SHC000891,Uttar Pradesh,Meerut,Village_891,Rabi,2022,32.3441,84.5436,371.2,71.1,122.8,5.22,1.26,1.79,29.2,2.88,7.4,1.39,1.2,1.76,19.8,94.1,900.3,coconut,Desert
SHC000892,Punjab,Ludhiana,Village_892,Rabi,2024,23.5224,71.4869,86.4,28.6,207.3,7.47,0.75,1.447,10.4,2.62,17.8,2.7,4.8,0.35,30.3,79.3,818.7,coffee,Black
SHC000893,Maharashtra,Pune,Village_893,Kharif,2022,29.9419,74.3126,369.3,48.0,212.6,7.95,1.32,1.487,21.1,2.57,19.7,2.01,5.8,0.97,42.9,58.5,2063.2,tea,Red
SHC000894,Uttar Pradesh,Meerut,Village_894,Kharif,2022,9.9309,93.5843,166.1,78.1,226.3,8.79,2.67,0.477,20.9,2.83,9.7,0.26,4.1,1.76,44.9,31.9,1283.4,mustard,Black
SHC000895,Punjab,Ludhiana,Village_895,Zaid,2022,33.208,85.7079,362.1,76.4,131.5,5.81,1.13,1.163,18.1,2.81,5.3,0.6,2.4,0.93,16.4,74.2,772.0,groundnut,Red
SHC000896,Maharashtra,Pune,Village_896,Zaid,2022,18.3755,73.5027,100.5,74.4,139.0,6.44,2.57,0.935,28.1,2.45,20.0,1.45,4.4,0.87,26.1,60.8,966.1,sesame,Red
SHC000897,Uttar Pradesh,Meerut,Village_897,Rabi,2023,32.4036,95.3173,188.6,78.7,108.3,7.28,2.98,0.97,35.7,1.06,3.4,2.52,3.7,0.47,21.0,83.5,351.2,rice,Desert
SHC000898,Punjab,Ludhiana,Village_898,Kharif,2023,13.7979,96.1687,109.1,51.9,289.9,7.48,2.8,1.071,11.5,2.16,7.1,0.32,2.5,0.65,28.0,86.0,1434.0,wheat,Alluvial
SHC000899,Maharashtra,Pune,Village_899,Zaid,2024,33.9001,94.347,335.6,32.6,268.5,6.56,1.67,0.33,13.9,2.89,13.0,0.12,8.3,0.27,36.2,70.4,344.8,maize,Desert
SHC000900,Uttar Pradesh,Meerut,Village_900,Kharif,2024,15.7078,94.1184,181.8,42.3,226.8,8.23,1.57,1.698,28.2,0.88,9.8,1.25,3.2,0.33,40.2,63.5,758.5,sugarcane,Desert
SHC000901,Punjab,Ludhiana,Village_901,Zaid,2022,27.4329,85.9836,131.9,17.7,122.1,5.43,1.45,0.839,49.1,0.26,13.4,1.58,2.3,1.9,39.3,44.4,871.5,cotton,Desert
SHC000902,Maharashtra,Pune,Village_902,Zaid,2022,21.8258,70.3124,86.3,40.4,308.6,6.59,3.3,0.792,9.9,0.22,17.5,2.95,2.2,0.22,42.4,36.5,725.3,jute,Black
SHC000903,Uttar Pradesh,Meerut,Village_903,Zaid,2022,8.4107,80.5067,106.5,69.5,245.9,5.28,1.91,1.064,20.6,1.23,19.5,0.82,7.1,1.36,27.7,90.6,1970.0,chickpea,Laterite
SHC000904,Punjab,Ludhiana,Village_904,Zaid,2024,16.4159,80.6821,239.5,34.0,177.6,8.11,3.04,1.697,37.3,1.07,7.9,1.63,8.5,0.76,38.0,49.9,978.6,kidneybeans,Desert
SHC000905,Maharashtra,Pune,Village_905,Zaid,2024,13.8367,88.8755,147.4,34.8,277.2,7.17,0.96,1.782,34.4,2.12,16.9,0.4,5.3,0.26,17.2,76.9,2016.3,pigeonpeas,Desert
SHC000906,Uttar Pradesh,Meerut,Village_906,Kharif,2023,32.2547,75.0635,224.2,50.5,217.1,8.69,1.9,1.969,20.4,0.41,12.3,2.49,4.5,0.45,37.1,47.6,1970.4,mothbeans,Alluvial
SHC000907,Punjab,Ludhiana,Village_907,Zaid,2022,14.4987,70.8761,220.5,77.5,255.3,6.3,3.63,1.304,47.1,2.9,18.9,2.11,5.5,0.65,43.2,65.4,2489.4,mungbean,Desert
SHC000908,Maharashtra,Pune,Village_908,Rabi,2022,31.6355,83.5077,309.9,43.7,396.8,6.6,0.47,1.745,39.8,0.55,11.1,2.07,4.7,1.83,43.3,86.5,1420.8,blackgram,Desert
SHC000909,Uttar Pradesh,Meerut,Village_909,Zaid,2022,20.8486,72.4597,70.2,60.6,354.0,8.24,2.54,1.944,8.1,1.09,7.6,1.11,8.2,0.77,30.8,69.9,2144.4,lentil,Black
SHC000910,Punjab,Ludhiana,Village_910,Rabi,2024,12.3879,86.6884,75.5,34.5,104.8,6.77,3.34,1.455,16.3,0.71,14.7,2.03,2.3,1.38,38.4,79.8,1132.9,pomegranate,Red
SHC000911,Maharashtra,Pune,Village_911,Rabi,2024,12.9867,84.0599,331.3,18.7,336.9,6.08,1.2,1.902,21.2,1.84,9.9,0.33,9.6,0.51,23.0,54.5,1346.6,banana,Black
SHC000912,Uttar Pradesh,Meerut,Village_912,Zaid,2024,27.4815,74.6218,288.6,12.6,159.9,5.41,1.77,1.196,18.9,2.94,9.4,1.73,5.2,1.74,26.1,91.3,2051.4,mango,Desert
SHC000913,Punjab,Ludhiana,Village_913,Kharif,2024,12.9025,69.7269,127.6,16.0,286.7,6.79,1.95,1.31,28.9,2.98,13.2,1.8,4.7,0.95,44.7,30.4,557.5,grapes,Laterite
SHC000914,Maharashtra,Pune,Village_914,Zaid,2022,9.2169,83.7983,115.0,53.2,328.1,6.05,1.98,0.956,39.7,1.88,4.2,2.93,9.2,1.2,38.3,31.3,663.4,watermelon,Red
SHC000915,Uttar Pradesh,Meerut,Village_915,Kharif,2024,9.1536,85.8558,62.0,22.8,124.0,7.14,2.74,0.53,27.7,0.26,6.8,0.62,2.5,0.53,39.2,91.7,1823.9,muskmelon,Desert
SHC000916,Punjab,Ludhiana,Village_916,Kharif,2024,26.6264,81.4536,217.0,76.2,319.8,8.87,3.12,1.506,26.0,0.5,13.3,1.46,6.3,0.64,20.9,47.2,1712.4,apple,Laterite
SHC000917,Maharashtra,Pune,Village_917,Rabi,2023,29.8337,95.7692,149.3,10.2,158.2,7.54,3.61,1.847,42.9,2.33,7.5,0.35,5.7,0.74,18.8,59.8,1408.8,orange,Black
SHC000918,Uttar Pradesh,Meerut,Village_918,Kharif,2024,10.0857,81.4779,364.8,32.3,340.7,7.25,3.92,0.868,25.5,0.66,4.9,2.6,4.7,1.28,37.6,58.5,2393.7,papaya,Black
SHC000919,Punjab,Ludhiana,Village_919,Rabi,2023,17.7396,85.1374,153.7,68.7,245.0,7.87,1.32,1.419,46.9,0.5,12.6,1.55,5.9,0.47,15.8,34.6,853.6,coconut,Desert
SHC000920,Maharashtra,Pune,Village_920,Kharif,2024,34.8763,89.4755,172.9,74.3,337.2,7.8,2.19,1.491,48.3,2.61,5.5,0.38,1.1,1.45,23.4,76.7,623.5,coffee,Desert
SHC000921,Uttar Pradesh,Meerut,Village_921,Rabi,2022,10.4385,71.3362,361.1,57.3,303.6,8.26,0.43,0.948,18.4,2.05,5.9,2.11,4.5,0.93,39.5,52.6,790.2,tea,Red
SHC000922,Punjab,Ludhiana,Village_922,Kharif,2024,20.4544,96.2626,69.1,56.8,131.9,6.39,0.28,1.277,37.5,0.32,11.1,0.97,7.4,1.07,15.5,47.3,1321.2,mustard,Laterite
SHC000923,Maharashtra,Pune,Village_923,Rabi,2023,23.0889,72.7774,135.8,61.4,175.8,5.72,1.55,0.35,14.2,0.61,6.1,2.63,3.7,0.62,18.8,31.0,568.9,groundnut,Desert
SHC000924,Uttar Pradesh,Meerut,Village_924,Kharif,2022,12.0503,90.2511,136.7,14.5,211.3,6.08,2.11,0.204,36.5,1.44,6.7,0.89,1.4,0.52,18.6,58.4,1336.8,sesame,Alluvial
SHC000925,Punjab,Ludhiana,Village_925,Zaid,2024,23.8579,70.821,172.7,65.8,275.3,6.5,1.78,0.409,9.1,0.6,7.3,0.92,7.3,0.4,37.8,76.1,548.3,rice,Black
SHC000926,Maharashtra,Pune,Village_926,Zaid,2024,17.2681,68.0382,358.4,26.2,207.4,5.08,3.83,1.09,9.0,0.9,17.8,1.19,7.2,1.27,29.2,84.2,292.8,wheat,Desert
SHC000927,Uttar Pradesh,Meerut,Village_927,Zaid,2024,8.4572,70.459,122.1,51.5,127.7,8.73,3.02,1.654,32.5,1.97,6.0,2.74,6.8,0.89,41.5,86.1,201.2,maize,Desert
SHC000928,Punjab,Ludhiana,Village_928,Rabi,2024,15.736,70.2019,363.2,78.1,139.6,8.58,2.63,0.563,36.2,2.47,10.9,2.74,5.8,0.45,36.3,74.0,1673.0,sugarcane,Black
SHC000929,Maharashtra,Pune,Village_929,Rabi,2024,33.7758,71.9952,185.3,25.3,197.2,7.04,3.4,0.919,31.4,2.47,18.7,1.11,2.6,1.21,41.9,46.2,1348.7,cotton,Laterite
SHC000930,Uttar Pradesh,Meerut,Village_930,Zaid,2024,14.9558,77.7582,351.7,66.7,155.1,8.73,2.55,1.094,16.4,2.24,18.6,0.29,5.7,1.77,43.6,34.7,2019.4,jute,Laterite
SHC000931,Punjab,Ludhiana,Village_931,Zaid,2023,29.1608,83.8089,88.5,51.3,135.3,6.39,2.28,1.985,38.5,1.05,17.8,0.76,4.5,1.33,27.3,77.4,1696.4,chickpea,Black
SHC000932,Maharashtra,Pune,Village_932,Zaid,2023,14.8047,84.9525,377.3,35.0,270.7,7.5,3.56,0.76,44.7,2.09,14.9,0.29,4.2,0.32,31.8,84.4,1143.0,kidneybeans,Laterite
SHC000933,Uttar Pradesh,Meerut,Village_933,Kharif,2023,10.6092,72.2901,397.3,61.4,279.6,6.21,1.77,1.33,40.9,2.85,4.2,0.66,6.1,1.88,28.6,71.2,875.6,pigeonpeas,Desert
SHC000934,Punjab,Ludhiana,Village_934,Rabi,2023,18.3088,83.736,293.2,24.9,202.4,6.0,3.84,0.277,10.4,1.2,11.7,1.05,8.7,0.42,25.9,61.7,665.0,mothbeans,Desert
SHC000935,Maharashtra,Pune,Village_935,Zaid,2023,22.0461,93.2203,144.3,52.9,329.0,6.69,2.54,1.754,13.9,1.19,16.8,0.77,6.0,0.93,34.9,73.4,1530.5,mungbean,Desert
SHC000936,Uttar Pradesh,Meerut,Village_936,Zaid,2024,20.8138,95.1299,343.2,36.9,166.9,7.91,2.93,1.802,10.1,1.19,2.6,0.71,4.6,0.33,39.7,43.2,1146.1,blackgram,Alluvial
SHC000937,Punjab,Ludhiana,Village_937,Rabi,2023,33.5767,91.7268,100.8,76.3,353.0,8.68,1.21,0.804,27.7,0.83,10.4,0.13,8.9,0.41,30.0,90.4,2088.3,lentil,Laterite
SHC000938,Maharashtra,Pune,Village_938,Kharif,2023,11.6574,69.799,240.4,55.5,317.6,7.89,2.99,0.237,17.4,2.24,4.2,0.64,6.9,1.64,19.9,65.8,617.1,pomegranate,Black
SHC000939,Uttar Pradesh,Meerut,Village_939,Zaid,2023,26.1946,84.6515,82.3,30.0,381.4,7.51,2.67,0.58,48.2,0.78,6.5,1.58,5.5,0.16,37.3,36.3,324.3,banana,Alluvial
SHC000940,Punjab,Ludhiana,Village_940,Rabi,2023,28.1987,93.8332,217.1,30.6,333.5,7.02,0.44,1.798,35.5,0.3,2.2,0.35,8.4,1.01,25.1,46.2,1365.8,mango,Red
SHC000941,Maharashtra,Pune,Village_941,Kharif,2023,11.0063,82.2669,339.6,31.9,207.3,8.13,1.88,1.403,15.9,0.9,13.4,0.42,2.6,0.7,20.4,93.4,789.1,grapes,Black
SHC000942,Uttar Pradesh,Meerut,Village_942,Zaid,2023,16.9806,83.9153,168.3,59.2,208.6,6.87,2.9,0.95,37.0,1.24,9.2,1.03,9.9,1.06,21.7,66.9,1278.7,watermelon,Laterite
SHC000943,Punjab,Ludhiana,Village_943,Kharif,2024,10.9898,96.455,107.7,29.1,332.6,5.62,3.29,1.412,41.8,1.78,19.7,1.82,4.6,1.94,17.2,63.5,1653.8,muskmelon,Laterite
SHC000944,Maharashtra,Pune,Village_944,Zaid,2024,19.0711,91.5068,249.9,63.1,315.3,6.15,1.09,1.624,15.1,1.78,19.2,1.62,8.3,0.59,16.7,52.6,1522.3,apple,Red
SHC000945,Uttar Pradesh,Meerut,Village_945,Zaid,2022,19.466,82.8457,316.2,48.2,271.6,7.21,2.02,1.65,28.4,2.72,16.6,2.11,9.1,1.12,39.7,45.7,367.8,orange,Desert
